filename, concept, elCounter, elELapsedTimeInMilliseconds, elkCounter, elkELapsedTimeInMilliseconds, hermitCounter, hermitELapsedTimeInMilliseconds
cto.clinical-trials-ontology.1.owl.xml, Sequential_trial, 8,  10,8,  7,  8, 7
cto.clinical-trials-ontology.1.owl.xml, Community_trial, 8,  8,8,  6,  8, 11
cto.clinical-trials-ontology.1.owl.xml, Study_contact, 9,  10,9,  7,  9, 10
cto.clinical-trials-ontology.1.owl.xml, Investigator_assignment_role, 10,  12,10,  9,  10, 11
cto.clinical-trials-ontology.1.owl.xml, Active_control_trial, 8,  10,8,  5,  8, 9
cto.clinical-trials-ontology.1.owl.xml, Reason_treatment_not_administered, 12,  11,12,  8,  12, 9
cto.clinical-trials-ontology.1.owl.xml, Data_analyzed_within_multiple_experimental_units, 10,  11,10,  7,  10, 15
cto.clinical-trials-ontology.1.owl.xml, Apathy_Evaluation_Scale, 8,  11,8,  9,  8, 10
cto.clinical-trials-ontology.1.owl.xml, Hour, 10,  9,10,  7,  10, 12
cto.clinical-trials-ontology.1.owl.xml, Study_Conduct_Sub-Domain, 7,  9,7,  8,  7, 13
cto.clinical-trials-ontology.1.owl.xml, Explanatory_trial, 8,  9,8,  7,  8, 9
cto.clinical-trials-ontology.1.owl.xml, Not_yet_recruiting, 11,  10,11,  7,  11, 10
cto.clinical-trials-ontology.1.owl.xml, Scale_for_Depression, 11,  10,11,  6,  11, 11
cto.clinical-trials-ontology.1.owl.xml, Walk_test, 9,  9,9,  8,  9, 9
cto.clinical-trials-ontology.1.owl.xml, Minimization, 12,  10,12,  8,  12, 8
cto.clinical-trials-ontology.1.owl.xml, Randomized_blinded_cross-over, 10,  8,10,  8,  10, 11
cto.clinical-trials-ontology.1.owl.xml, Standard_Deviation, 10,  8,10,  8,  10, 10
cto.clinical-trials-ontology.1.owl.xml, Anxiety_test, 9,  10,9,  8,  9, 9
cto.clinical-trials-ontology.1.owl.xml, Rate_of_institutionalization, 10,  10,10,  5,  10, 10
cto.clinical-trials-ontology.1.owl.xml, Computed_tomography, 9,  10,9,  5,  9, 13
cto.clinical-trials-ontology.1.owl.xml, CogState, 10,  9,10,  6,  10, 11
cto.clinical-trials-ontology.1.owl.xml, Lewy_body_disease, 10,  9,10,  7,  10, 10
cto.clinical-trials-ontology.1.owl.xml, Toxicological_tests, 11,  9,11,  6,  11, 10
cto.clinical-trials-ontology.1.owl.xml, Neuro-Psychiatric_Inventory, 8,  13,8,  5,  8, 10
cto.clinical-trials-ontology.1.owl.xml, Confidence_interval, 10,  8,10,  6,  10, 11
cto.clinical-trials-ontology.1.owl.xml, No_intervention_arm, 9,  10,9,  6,  9, 13
cto.clinical-trials-ontology.1.owl.xml, The_Randomized_Blinded_Trial, 9,  8,9,  6,  9, 8
cto.clinical-trials-ontology.1.owl.xml, Neuroimaging_Structural, 11,  8,11,  6,  11, 7
cto.clinical-trials-ontology.1.owl.xml, Terminated_study, 11,  8,11,  6,  11, 7
cto.clinical-trials-ontology.1.owl.xml, Interventional_study_design, 6,  8,6,  4,  6, 13
cto.clinical-trials-ontology.1.owl.xml, Recruitment_status, 9,  10,9,  9,  9, 14
cto.clinical-trials-ontology.1.owl.xml, Multicentered_Trials, 8,  12,8,  8,  8, 10
cto.clinical-trials-ontology.1.owl.xml, Biological_Specimen, 9,  12,9,  7,  9, 11
cto.clinical-trials-ontology.1.owl.xml, Study_design, 9,  12,9,  9,  9, 15
cto.clinical-trials-ontology.1.owl.xml, Data_analysis_within_experimental_units, 9,  15,9,  9,  9, 14
cto.clinical-trials-ontology.1.owl.xml, Encephalitis, 10,  13,10,  8,  10, 12
cto.clinical-trials-ontology.1.owl.xml, Abnormal_behavior, 12,  11,12,  6,  12, 14
cto.clinical-trials-ontology.1.owl.xml, Cardiac, 12,  9,12,  5,  12, 9
cto.clinical-trials-ontology.1.owl.xml, Physical_examinations, 11,  9,11,  13,  11, 10
cto.clinical-trials-ontology.1.owl.xml, Clinical_trial_ethics, 8,  11,8,  7,  8, 12
cto.clinical-trials-ontology.1.owl.xml, Prospective_observational_cohort, 6,  8,6,  6,  6, 9
cto.clinical-trials-ontology.1.owl.xml, Inpatient, 12,  7,12,  6,  12, 8
cto.clinical-trials-ontology.1.owl.xml, Study_characteristics, 8,  9,8,  6,  8, 17
cto.clinical-trials-ontology.1.owl.xml, Evaluated_Activity, 8,  13,8,  7,  8, 10
cto.clinical-trials-ontology.1.owl.xml, Adverse_events, 11,  10,11,  6,  11, 11
cto.clinical-trials-ontology.1.owl.xml, Group_allocation_design, 9,  9,9,  6,  9, 10
cto.clinical-trials-ontology.1.owl.xml, Mini_Mental_State_Examination, 8,  10,8,  7,  8, 14
cto.clinical-trials-ontology.1.owl.xml, Phase_O, 8,  10,8,  6,  8, 11
cto.clinical-trials-ontology.1.owl.xml, N_of_1_crossover_study_design, 7,  10,7,  6,  7, 11
cto.clinical-trials-ontology.1.owl.xml, Haemopoietic, 12,  11,12,  15,  12, 16
cto.clinical-trials-ontology.1.owl.xml, Recruitment_of_patients, 8,  8,8,  8,  8, 11
cto.clinical-trials-ontology.1.owl.xml, Qualitative_study_design, 5,  9,5,  5,  5, 12
cto.clinical-trials-ontology.1.owl.xml, Safety_measure, 10,  11,10,  6,  10, 10
cto.clinical-trials-ontology.1.owl.xml, Age_group, 11,  8,11,  8,  11, 12
cto.clinical-trials-ontology.1.owl.xml, Regulatory_Application, 9,  11,9,  8,  9, 8
cto.clinical-trials-ontology.1.owl.xml, Frontotemporal_dementia, 10,  7,10,  5,  10, 8
cto.clinical-trials-ontology.1.owl.xml, Genetic_Brain_disorders, 10,  12,10,  5,  10, 6
cto.clinical-trials-ontology.1.owl.xml, g/ml, 10,  10,10,  4,  10, 10
cto.clinical-trials-ontology.1.owl.xml, Phase_II, 8,  11,8,  6,  8, 10
cto.clinical-trials-ontology.1.owl.xml, Reason_for_treatment_interruption, 12,  11,12,  5,  12, 10
cto.clinical-trials-ontology.1.owl.xml, Available_for_expanded_access, 11,  9,11,  4,  11, 9
cto.clinical-trials-ontology.1.owl.xml, Pet_scan, 9,  9,9,  5,  9, 11
cto.clinical-trials-ontology.1.owl.xml, Concomitant_Agent, 8,  15,8,  5,  8, 9
cto.clinical-trials-ontology.1.owl.xml, Allocation_scheme, 9,  8,9,  7,  9, 11
cto.clinical-trials-ontology.1.owl.xml, Uncontrolled_trial, 7,  9,7,  6,  7, 8
cto.clinical-trials-ontology.1.owl.xml, First_recieved_Date, 9,  9,9,  6,  9, 7
cto.clinical-trials-ontology.1.owl.xml, Peripheral_nerve_injury, 10,  8,10,  6,  10, 9
cto.clinical-trials-ontology.1.owl.xml, Hybrid_design, 5,  8,5,  7,  5, 11
cto.clinical-trials-ontology.1.owl.xml, Hazard_ratio, 10,  11,10,  6,  10, 9
cto.clinical-trials-ontology.1.owl.xml, Symptomatic_postural_hypotension, 11,  11,11,  5,  11, 10
cto.clinical-trials-ontology.1.owl.xml, Bio-equivalence_study, 8,  10,8,  5,  8, 13
cto.clinical-trials-ontology.1.owl.xml, Physical_symptoms, 11,  14,11,  7,  11, 11
cto.clinical-trials-ontology.1.owl.xml, Body_Fluids, 9,  9,9,  8,  9, 11
cto.clinical-trials-ontology.1.owl.xml, Week, 10,  11,10,  7,  10, 13
cto.clinical-trials-ontology.1.owl.xml, Inclusion_criteria, 10,  10,10,  10,  10, 16
cto.clinical-trials-ontology.1.owl.xml, Quantitative_study_design, 5,  10,5,  5,  5, 9
cto.clinical-trials-ontology.1.owl.xml, Ethics_approval_process, 13,  10,13,  7,  13, 15
cto.clinical-trials-ontology.1.owl.xml, Active_comparator, 10,  12,10,  7,  10, 11
cto.clinical-trials-ontology.1.owl.xml, Supportive_Care, 11,  18,11,  8,  11, 14
cto.clinical-trials-ontology.1.owl.xml, Feasibility_study, 9,  13,9,  7,  9, 9
cto.clinical-trials-ontology.1.owl.xml, Huntington's_disease, 10,  10,10,  5,  10, 9
cto.clinical-trials-ontology.1.owl.xml, Superiority_trial, 8,  11,8,  4,  8, 9
cto.clinical-trials-ontology.1.owl.xml, No_longer_available_for_expanded_access, 11,  12,11,  5,  11, 8
cto.clinical-trials-ontology.1.owl.xml, Amyloidosis, 10,  11,10,  6,  10, 10
cto.clinical-trials-ontology.1.owl.xml, Intervention_assignment_scheme, 10,  8,10,  4,  10, 6
cto.clinical-trials-ontology.1.owl.xml, Adverse_Event_Sub-Domain, 7,  12,7,  9,  7, 13
cto.clinical-trials-ontology.1.owl.xml, Clinical_trial_methods, 7,  11,7,  6,  7, 8
cto.clinical-trials-ontology.1.owl.xml, Clinical_trial_type, 7,  9,7,  5,  7, 15
cto.clinical-trials-ontology.1.owl.xml, Simple_randomization, 11,  9,11,  5,  11, 9
cto.clinical-trials-ontology.1.owl.xml, Study_arms, 8,  10,8,  6,  8, 8
cto.clinical-trials-ontology.1.owl.xml, Submission_Unit, 9,  9,9,  5,  9, 15
cto.clinical-trials-ontology.1.owl.xml, Phase_I, 8,  11,8,  9,  8, 12
cto.clinical-trials-ontology.1.owl.xml, Body_weight, 11,  14,11,  6,  11, 14
cto.clinical-trials-ontology.1.owl.xml, Open_label, 11,  16,11,  9,  11, 9
cto.clinical-trials-ontology.1.owl.xml, Month, 10,  12,10,  9,  10, 10
cto.clinical-trials-ontology.1.owl.xml, mg/dl, 10,  15,10,  7,  10, 26
cto.clinical-trials-ontology.1.owl.xml, Fed_state, 12,  23,12,  13,  12, 47
cto.clinical-trials-ontology.1.owl.xml, Clinical_Trial_measurement_Units, 8,  9,8,  5,  8, 9
cto.clinical-trials-ontology.1.owl.xml, Adverse_Event_Outcome_Assessment, 8,  11,8,  6,  8, 17
cto.clinical-trials-ontology.1.owl.xml, Single_regimen, 11,  18,11,  12,  11, 29
cto.clinical-trials-ontology.1.owl.xml, Start_Date, 9,  65,9,  16,  9, 13
cto.clinical-trials-ontology.1.owl.xml, Change_from_baseline, 11,  14,11,  5,  11, 13
cto.clinical-trials-ontology.1.owl.xml, Cross-sectional_study_design, 7,  8,7,  6,  7, 19
cto.clinical-trials-ontology.1.owl.xml, Official_title_of_trial_study, 9,  16,9,  5,  9, 9
cto.clinical-trials-ontology.1.owl.xml, Non-randomized_concurrent_control_study, 8,  8,8,  5,  8, 7
cto.clinical-trials-ontology.1.owl.xml, Protocol_Representation_Sub-Domain, 8,  11,8,  5,  8, 8
cto.clinical-trials-ontology.1.owl.xml, Sleep_disturbance_test, 9,  9,9,  4,  9, 10
cto.clinical-trials-ontology.1.owl.xml, Pharmacokinetic_study, 9,  10,9,  4,  9, 11
cto.clinical-trials-ontology.1.owl.xml, Biomarkers_in_Neurology, 10,  10,10,  5,  10, 10
cto.clinical-trials-ontology.1.owl.xml, Primary_completion_Date, 9,  10,9,  4,  9, 7
cto.clinical-trials-ontology.1.owl.xml, Freezing, 11,  9,11,  3,  11, 8
cto.clinical-trials-ontology.1.owl.xml, Survey, 6,  8,6,  5,  6, 10
cto.clinical-trials-ontology.1.owl.xml, Drug_allergy, 11,  8,11,  4,  11, 9
cto.clinical-trials-ontology.1.owl.xml, Number_of_responders, 11,  11,11,  5,  11, 8
cto.clinical-trials-ontology.1.owl.xml, Completed, 11,  12,11,  4,  11, 9
cto.clinical-trials-ontology.1.owl.xml, Health_Services, 11,  10,11,  4,  11, 7
cto.clinical-trials-ontology.1.owl.xml, Clinical_Trial_Study, 2,  14,2,  5,  2, 8
cto.clinical-trials-ontology.1.owl.xml, Single_site, 9,  7,9,  7,  9, 7
cto.clinical-trials-ontology.1.owl.xml, Factorial_design, 9,  10,9,  4,  9, 9
cto.clinical-trials-ontology.1.owl.xml, Sever_Impairment_Battery, 8,  9,8,  6,  8, 8
cto.clinical-trials-ontology.1.owl.xml, Prion_diseases, 10,  10,10,  6,  10, 10
cto.clinical-trials-ontology.1.owl.xml, Restricted_randomization, 11,  9,11,  4,  11, 11
cto.clinical-trials-ontology.1.owl.xml, Sponsoring, 13,  8,13,  3,  13, 7
cto.clinical-trials-ontology.1.owl.xml, Clinical_trial, 6,  7,6,  3,  6, 7
cto.clinical-trials-ontology.1.owl.xml, Magnetic_resonance_spectroscopy, 11,  10,11,  3,  11, 10
cto.clinical-trials-ontology.1.owl.xml, Experimental_study, 6,  8,6,  3,  6, 7
cto.clinical-trials-ontology.1.owl.xml, Video_movement_analysis, 11,  9,11,  5,  11, 14
cto.clinical-trials-ontology.1.owl.xml, Brief_summary, 9,  13,9,  14,  9, 58
cto.clinical-trials-ontology.1.owl.xml, Block_randomization, 12,  30,12,  7,  12, 18
cto.clinical-trials-ontology.1.owl.xml, Clinical_imagings, 8,  13,8,  7,  8, 11
cto.clinical-trials-ontology.1.owl.xml, Blindness, 9,  7,9,  10,  9, 14
cto.clinical-trials-ontology.1.owl.xml, Neuropsychiatric_symptoms, 11,  13,11,  5,  11, 10
cto.clinical-trials-ontology.1.owl.xml, Cognitive_Readouts, 8,  15,8,  7,  8, 16
cto.clinical-trials-ontology.1.owl.xml, Investigator_assigns_no_intervention, 11,  20,11,  6,  11, 13
cto.clinical-trials-ontology.1.owl.xml, Hydrocephalus, 10,  31,10,  3,  10, 12
cto.clinical-trials-ontology.1.owl.xml, Unblinded, 10,  15,10,  6,  10, 13
cto.clinical-trials-ontology.1.owl.xml, Structure_of_clinical_trial, 7,  11,7,  7,  7, 21
cto.clinical-trials-ontology.1.owl.xml, Placebo, 11,  12,11,  7,  11, 12
cto.clinical-trials-ontology.1.owl.xml, g/day, 10,  15,10,  7,  10, 11
cto.clinical-trials-ontology.1.owl.xml, Regulatory_Assessment, 9,  13,9,  7,  9, 15
cto.clinical-trials-ontology.1.owl.xml, Study_Legal_Sponsor, 10,  11,10,  5,  10, 9
cto.clinical-trials-ontology.1.owl.xml, Quasi_random_allocation, 10,  10,10,  9,  10, 19
cto.clinical-trials-ontology.1.owl.xml, Blood, 12,  17,12,  17,  12, 17
cto.clinical-trials-ontology.1.owl.xml, Plasma_markers, 9,  14,9,  8,  9, 12
cto.clinical-trials-ontology.1.owl.xml, Dose-response_trial, 8,  20,8,  5,  8, 10
cto.clinical-trials-ontology.1.owl.xml, Memory_and_learning, 9,  20,9,  8,  9, 21
cto.clinical-trials-ontology.1.owl.xml, Regimen_cardinality, 10,  13,10,  6,  10, 13
cto.clinical-trials-ontology.1.owl.xml, Cohort, 11,  10,11,  4,  11, 6
cto.clinical-trials-ontology.1.owl.xml, Clinical_Global_Impressions_scale, 8,  15,8,  7,  8, 15
cto.clinical-trials-ontology.1.owl.xml, ng/l, 10,  15,10,  6,  10, 12
cto.clinical-trials-ontology.1.owl.xml, Unicenter_trial, 8,  8,8,  7,  8, 11
cto.clinical-trials-ontology.1.owl.xml, Delusion, 12,  10,12,  7,  12, 8
cto.clinical-trials-ontology.1.owl.xml, Alcohol_addiction, 12,  8,12,  5,  12, 9
cto.clinical-trials-ontology.1.owl.xml, Spinal_muscular_atrophy, 10,  12,10,  6,  10, 9
cto.clinical-trials-ontology.1.owl.xml, Reviewable_Unit, 10,  15,10,  6,  10, 11
cto.clinical-trials-ontology.1.owl.xml, Crossover_assignment, 11,  10,11,  4,  11, 8
cto.clinical-trials-ontology.1.owl.xml, Clinical_outcome_measure, 9,  12,9,  7,  9, 9
cto.clinical-trials-ontology.1.owl.xml, Anxiety, 11,  13,11,  7,  11, 11
cto.clinical-trials-ontology.1.owl.xml, Neuropsychiatric_Inventory, 9,  9,9,  7,  9, 47
cto.clinical-trials-ontology.1.owl.xml, PK_parameter_units_of_measure, 9,  64,9,  13,  9, 41
cto.clinical-trials-ontology.1.owl.xml, Single_experimental_unit_allocation_group, 11,  25,11,  8,  11, 11
cto.clinical-trials-ontology.1.owl.xml, Phase_VI, 8,  16,8,  5,  8, 10
cto.clinical-trials-ontology.1.owl.xml, Study_Site, 8,  10,8,  6,  8, 9
cto.clinical-trials-ontology.1.owl.xml, Last_updated_Date, 9,  18,9,  5,  9, 9
cto.clinical-trials-ontology.1.owl.xml, Year, 10,  10,10,  5,  10, 9
cto.clinical-trials-ontology.1.owl.xml, Parkinson_disease, 10,  15,10,  4,  10, 8
cto.clinical-trials-ontology.1.owl.xml, Withdrawn_study, 11,  10,11,  5,  11, 11
cto.clinical-trials-ontology.1.owl.xml, Status, 11,  12,11,  7,  11, 12
cto.clinical-trials-ontology.1.owl.xml, Agitation_test, 9,  12,9,  4,  9, 8
cto.clinical-trials-ontology.1.owl.xml, Committees_for_Multicenter_Clinical_Trials, 9,  10,9,  6,  9, 10
cto.clinical-trials-ontology.1.owl.xml, Hohen_and_Yahr_Scale, 8,  11,8,  6,  8, 10
cto.clinical-trials-ontology.1.owl.xml, Study_type, 3,  12,3,  6,  3, 10
cto.clinical-trials-ontology.1.owl.xml, Drug_addiction, 12,  8,12,  6,  12, 8
cto.clinical-trials-ontology.1.owl.xml, ml, 10,  8,10,  4,  10, 7
cto.clinical-trials-ontology.1.owl.xml, Executive_Functions, 9,  8,9,  4,  9, 10
cto.clinical-trials-ontology.1.owl.xml, Regulatory_Submission, 9,  19,9,  6,  9, 17
cto.clinical-trials-ontology.1.owl.xml, Amyotrophic_Lateral_Scherosis, 10,  10,10,  4,  10, 10
cto.clinical-trials-ontology.1.owl.xml, Causal_Assessment, 8,  11,8,  5,  8, 12
cto.clinical-trials-ontology.1.owl.xml, Average_Body_Weight_Gain, 13,  103,13,  10,  13, 33
cto.clinical-trials-ontology.1.owl.xml, Biological_Readouts, 8,  21,8,  11,  8, 17
cto.clinical-trials-ontology.1.owl.xml, Stroke, 10,  12,10,  12,  10, 12
cto.clinical-trials-ontology.1.owl.xml, Controlled_trial, 7,  9,7,  6,  7, 13
cto.clinical-trials-ontology.1.owl.xml, Vital_signs, 11,  12,11,  4,  11, 12
cto.clinical-trials-ontology.1.owl.xml, Clinical_Trial_Readouts, 7,  16,7,  6,  7, 12
cto.clinical-trials-ontology.1.owl.xml, Fluctuations_in_attention, 11,  12,11,  4,  11, 14
cto.clinical-trials-ontology.1.owl.xml, Approved_for_marketing, 11,  12,11,  9,  11, 11
cto.clinical-trials-ontology.1.owl.xml, Neuropsychiatric_Test_Battery, 9,  10,9,  6,  9, 10
cto.clinical-trials-ontology.1.owl.xml, Biological_Laboratory_variables, 11,  11,11,  5,  11, 10
cto.clinical-trials-ontology.1.owl.xml, Phase_not_applicable, 8,  11,8,  5,  8, 8
cto.clinical-trials-ontology.1.owl.xml, Seizures, 12,  11,12,  7,  12, 7
cto.clinical-trials-ontology.1.owl.xml, Epilepsy, 10,  8,10,  10,  10, 10
cto.clinical-trials-ontology.1.owl.xml, International_site, 9,  9,9,  5,  9, 8
cto.clinical-trials-ontology.1.owl.xml, Plasma, 10,  7,10,  5,  10, 12
cto.clinical-trials-ontology.1.owl.xml, Magnetic_Resonance_imaging, 9,  10,9,  4,  9, 9
cto.clinical-trials-ontology.1.owl.xml, Resting_state_functional_network_activity, 12,  8,12,  3,  12, 8
cto.clinical-trials-ontology.1.owl.xml, Masking, 10,  9,10,  4,  10, 8
cto.clinical-trials-ontology.1.owl.xml, Site_selection, 8,  10,8,  3,  8, 9
